Empresa;CNPJ;UF;Situacao;Monitorado
IRMAOS AMERICANOS INDUSTRIA E COMERCIO DE CEREAIS LTDA;07.460.552/0001-21;MG;Ativa;Sim
IRMAOS ANDREAZZA LTDA;01.132.478/0001-38;RS;Ativa;Sim
IRMAOS BRANTES DA ROSA LTDA;30.540.587/0001-92;RJ;Ativa;Sim
IRMAOS CHOCO COMERCIO DE CHOCOLATES E ARTIGOS PARA FESTAS LTDA;35.798.134/0001-84;RS;Ativa;Sim
IRMAOS COMASSETTO LTDA;85.323.756/0001-24;SC;Ativa;Sim
IRMAOS DAVOLI S/A IMPORTACAO E COMERCIO;52.769.783/0001-76;SP;Ativa;Sim
IRMAOS FERRI LTDA;51.268.589/0001-44;SP;Ativa;Sim
IRMAOS FISCHER SA IND E COM;82.984.287/0001-04;SC;Ativa;Sim
IRMAOS FONSECA LTDA;23.945.686/0001-99;MG;Ativa;Sim
IRMAOS FORLIN LTDA;04.455.444/0001-72;PR;Ativa;Sim
IRMAOS FRANCA SUPERMERCADOS LTDA;19.612.632/0001-34;SP;Ativa;Sim
IRMAOS JAESCHKE & CIA. LTDA.;89.703.078/0001-86;RS;Ativa;Sim
IRMAOS JOUGLARD LTDA;87.378.428/0001-50;RS;Ativa;Sim
IRMAOS MATTAR & CIA LTDA;25.102.146/0001-79;MG;Ativa;Sim
IRMAOS MUFFATO S.A;76.430.438/0001-71;PR;Ativa;Sim
IRMAOS NEDEL LTDA;90.710.435/0001-12;RS;Ativa;Sim
IRMAOS PAGANI LTDA;80.002.884/0001-52;PR;Ativa;Sim
IRMAOS PASSAURA LOCACOES S.A.;11.464.546/0001-10;PR;Ativa;Sim
IRMAOS RAVANELLO LTDA;78.793.189/0001-04;PR;Ativa;Sim
IRMAOS RUIVO LTDA;92.226.026/0001-70;RS;Ativa;Sim
IRMAOS RUSSI LTDA;34.770.685/0001-77;RO;Ativa;Sim
IRMAOS SANTOS CAVALCANTI SERVICOS E COMERCIO LTDA;06.094.474/0001-26;MG;Ativa;Sim
IRMAOS SCHROETER LTDA;15.087.034/0001-32;MT;Ativa;Sim
IRMAOS TEIXEIRA DE CARVALHO LTDA;04.607.022/0001-75;MG;Ativa;Sim
IRMAOS TONIELLO LTDA;71.321.566/0001-63;SP;Ativa;Sim
IRMAOS ZAGO LTDA;01.653.215/0001-74;GO;Ativa;Sim
IRON MOUNTAIN DO BRASIL LTDA;04.120.966/0001-13;SP;Ativa;Sim
IRON SEGURANCA ESPECIALIZADA LTDA;67.992.990/0001-62;SP;Ativa;Sim
IRRIGABRAS IRRIGACAO DO BRASIL LTDA;54.732.722/0001-60;SP;Ativa;Sim
IRRIGAPLAN INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE IRRIGACAO LTDA;07.706.780/0001-39;SP;Ativa;Sim
IRTHA SERVICOS E OBRAS S/A;10.979.274/0001-28;PR;Ativa;Sim
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA;90.049.289/0001-26;RS;Ativa;Sim
ISAAC E MACEDO LTDA;02.888.402/0001-08;GO;Ativa;Sim
ISAPA IMPORTACAO E COMERCIO LTDA;61.327.045/0004-02;ES;Ativa;Sim
ISAR VEICULOS LTDA;20.813.800/0001-39;PI;Ativa;Sim
ISBRA FLORESTAL LTDA;22.686.757/0001-13;PR;Ativa;Sim
ISCAR DO BRASIL COMERCIAL LTDA;00.286.462/0001-17;SP;Ativa;Sim
ISCP - SOCIEDADE EDUCACIONAL LTDA.;62.596.408/0001-25;SP;Ativa;Sim
ISDIN PRODUTOS FARMACEUTICOS LTDA.;10.817.114/0001-82;SP;Ativa;Sim
ISH TECNOLOGIA S/A;01.707.536/0001-04;ES;Ativa;Sim
ISHIDA DO BRASIL LTDA;62.603.055/0001-43;SP;Ativa;Sim
ISLA - Instituto Social Luz e Amparo;58.378.486/0001-86;N/A;Ativa;Sim
ISLEC - INSTITUTO SETELAGOANO DE EDUCACAO E CIENCIA LTDA;03.376.053/0001-08;MG;Ativa;Sim
ISO CLEAN SERVICOS LTDA;02.125.806/0001-31;SP;Ativa;Sim
ISOBRAR INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;28.532.048/0001-60;BA;Ativa;Sim
ISOCOAT TINTAS E VERNIZES LTDA;69.284.248/0001-28;SP;Ativa;Sim
ISOCOAT TINTAS E VERNIZES LTDA;69.284.248/0001-28;SP;Ativa;Sim
ISOESTE METALICA INDUSTRIA E COMERCIO LTDA;37.249.299/0001-22;GO;Ativa;Sim
ISOESTE MOLDADOS PLASTICOS LTDA;03.992.918/0001-52;PA;Ativa;Sim
ISOFORMA PLASTICOS INDUSTRIAIS LTDA;68.176.072/0001-28;SP;Ativa;Sim
ISOGAMA INDUSTRIA QUIMICA LTDA;80.228.893/0001-66;PR;Ativa;Sim
ISOLET INDUSTRIA E COMERCIO LTDA.;04.921.928/0001-60;SP;Ativa;Sim
ISOMEDICAL COMERCIAL LTDA;00.757.668/0001-88;SP;Ativa;Sim
ISOMONTE SA;17.666.926/0001-13;MG;Ativa;Sim
ISOTEC INDUSTRIAL LTDA;19.494.750/0001-95;PE;Ativa;Sim
ISOTECH VALVULAS INDUSTRIA E COMERCIO LTDA;38.126.054/0001-70;SP;Ativa;Sim
ISP SERVICOS DE PORTARIA E LIMPEZA LTDA;26.870.795/0001-82;PR;Ativa;Sim
ISP SERVICOS DE PORTARIA E LIMPEZA LTDA;26.870.795/0001-82;PR;Ativa;Sim
ISPL - INDUSTRIA SULAMERICANA DE PRODUTOS DE LIMPEZA LTDA;01.125.487/0001-00;PR;Ativa;Sim
ISRINGHAUSEN INDUSTRIAL LTDA;61.036.141/0001-59;SP;Ativa;Sim
ISTOBAL DO BRASIL INDUSTRIA E COMERCIO LTDA;17.622.782/0001-01;N/A;Ativa;Sim
ISURGICAL HOSPITALAR LTDA;20.897.886/0001-25;MA;Ativa;Sim
IT BOX BRASIL SERVICOS DE TECNOLOGIA LTDA;27.292.210/0001-57;SP;Ativa;Sim
IT LEAN TECH LTDA;12.082.645/0001-08;SP;Ativa;Sim
IT4CIO NETWORK TECHNOLOGY LTDA;07.148.623/0001-55;PR;Ativa;Sim
IT4FINANCE CONSULTORIA DE SISTEMAS LTDA;10.306.851/0001-10;SP;Ativa;Sim
ITA EMPRESA DE TRANSPORTES LTDA;01.650.167/0001-60;GO;Ativa;Sim
ITA ENERGETICA S/A;01.355.994/0001-21;SC;Ativa;Sim
ITA PECAS PARA VEICULOS COMERCIO E SERVICOS LTDA.;06.352.893/0001-10;SP;Ativa;Sim
ITA THERMAS HOTEIS E EMPREENDIMENTOS LTDA;05.533.679/0001-06;SC;Ativa;Sim
ITABERABA COMERCIO DE COMBUSTIVEIS LTDA;96.741.186/0001-09;BA;Ativa;Sim
ITACOM COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA;01.109.700/0001-81;SP;Ativa;Sim
ITACORDA INDUSTRIA E COMERCIO DE CORDAS LTDA;80.646.755/0001-05;SC;Ativa;Sim
ITACORDA INDUSTRIA E COMERCIO DE CORDAS LTDA;80.646.755/0001-05;SC;Ativa;Sim
ITACUA COMERCIAL DE VEICULOS LTDA;52.084.225/0001-77;SP;Ativa;Sim
ITACUA COMERCIAL DE VEICULOS LTDA;52.084.225/0001-77;SP;Ativa;Sim
ITACUA MOTOS LTDA;04.776.429/0001-26;SP;Ativa;Sim
ITADIL ITABUNA DIESEL LTDA;14.359.749/0001-34;BA;Ativa;Sim
ITAESBRA INDUSTRIA MECANICA LTDA;61.381.323/0002-48;SP;Ativa;Sim
ITAETE COMERCIO DE MAQUINAS AGRICOLAS S.A.;09.507.371/0001-39;SP;Ativa;Sim
ITAGUAI CONSTRUCOES NAVAIS S/A;10.827.182/0001-22;RJ;Ativa;Sim
ITAGUAI CONSTRUCOES NAVAIS S/A;10.827.182/0001-22;RJ;Ativa;Sim
ITAHUM EXPORT COMERCIO DE CEREAIS S.A.;12.923.609/0001-11;MS;Ativa;Sim
ITAIGARA MEMORIAL HOSPITAL DIA LTDA;01.519.101/0001-36;BA;Ativa;Sim
ITAIMBE - COMBUSTIVEIS LTDA;87.147.419/0001-59;RS;Ativa;Sim
ITAIMBE AUTOMOVEIS LTDA;01.656.038/0001-80;RS;Ativa;Sim
ITAIMBE JAPAN VEICULOS LTDA;07.137.451/0001-14;RS;Ativa;Sim
ITAIMBE-MAQUINAS LTDA;95.621.439/0001-48;RS;Ativa;Sim
ITAJUBA HOTEIS E TURISMO LTDA;14.600.662/0002-98;BA;Ativa;Sim
ITALBRONZE LTDA;61.535.381/0001-06;SP;Ativa;Sim
ITALBUS CARROCERIAS DE ONIBUS LTDA;16.557.958/0001-18;RS;Ativa;Sim
ITALIANA AUTOMOVEIS DO RECIFE LTDA.;02.472.105/0001-79;PE;Ativa;Sim
ITALINEA INDUSTRIA DE MOVEIS LTDA;02.017.451/0001-67;RS;Ativa;Sim
ITALO SUPERMERCADOS LTDA;04.768.477/0001-72;PR;Ativa;Sim
ITALYTEC IMEX INDUSTRIA E COMERCIO LTDA;01.515.829/0001-90;SP;Ativa;Sim
ITALYTEC IMEX INDUSTRIA E COMERCIO LTDA;01.515.829/0001-90;SP;Ativa;Sim
ITAMADIL ITAMARAJU DIESEL LTDA;13.765.102/0001-40;BA;Ativa;Sim
ITAMARATI NORTE SA AGRO PECUARIA;03.532.447/0001-08;MT;Ativa;Sim
ITAMETAIS INDUSTRIA DE FUNDICAO LTDA;10.532.682/0001-37;MG;Ativa;Sim
ITAMIL ITAPEMIRIM MECANICA INDUSTRIAL LTDA;31.705.734/0001-08;ES;Ativa;Sim
ITAMIX LTDA;42.989.491/0001-95;MG;Ativa;Sim
ITAMIX LTDA;42.989.491/0001-95;MG;Ativa;Sim
ITANHANGA PET SHOP ARTIGOS E PRODUTOS VETERINARIOS LTDA;08.826.405/0001-95;RJ;Ativa;Sim
ITAPACI COMERCIAL DE ALIMENTOS S/A;32.148.930/0001-83;DF;Ativa;Sim
ITAPEBI GERACAO DE ENERGIA SA;02.397.080/0001-96;RJ;Ativa;Sim
ITAPEVA RECUPERACAO DE CREDITOS LTDA.;09.154.383/0001-27;SP;Ativa;Sim
ITAPOA SANEAMENTO LTDA;16.920.256/0001-57;SC;Ativa;Sim
ITAPOA TERMINAIS PORTUARIOS S/A;01.317.277/0001-05;SC;Ativa;Sim
ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;SP;Ativa;Sim
ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;55.023.386/0001-49;SP;Ativa;Sim
ITAQUI GERACAO DE ENERGIA S/A;08.219.477/0001-74;MA;Ativa;Sim
ITATIAIA ATACADISTA LTDA;06.862.927/0001-17;DF;Ativa;Sim
ITAU ADMINISTRADORA DE CONSORCIOS LTDA;00.000.776/0001-01;SP;Ativa;Sim
ITAU COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS;03.424.616/0001-88;SP;Ativa;Sim
ITAU CORRETORA DE SEGUROS S.A.;43.644.285/0001-06;SP;Ativa;Sim
ITAU DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;33.311.713/0001-25;SP;Ativa;Sim
ITAU RENT ADMINISTRACAO E PARTICIPACOES LTDA;02.180.133/0001-12;SP;Ativa;Sim
ITAU SEGUROS DE AUTO E RESIDENCIA S.A.;08.816.067/0001-00;SP;Ativa;Sim
ITAU SEGUROS S/A;61.557.039/0001-07;SP;Ativa;Sim
ITAU UNIBANCO ASSET MANAGEMENT LTDA;40.430.971/0001-96;SP;Ativa;Sim
ITAU UNIBANCO COMERCIALIZADORA DE ENERGIA LTDA;31.781.135/0001-65;SP;Ativa;Sim
ITAU UNIBANCO HOLDING S.A.;60.872.504/0001-23;SP;Ativa;Sim
ITAU UNIBANCO S.A.;60.701.190/0001-04;SP;Ativa;Sim
ITAU UNIBANCO S.A.;60.701.190/0001-04;SP;Ativa;Sim
ITAU-BBA TRADING S/A;52.815.131/0001-20;SP;Ativa;Sim
ITAUEIRA AGROPECUARIA S A;07.231.103/0001-01;CE;Ativa;Sim
ITAUSEG PARTICIPACOES S.A.;07.256.507/0001-50;SP;Ativa;Sim
ITAUSEG SAUDE S/A.;04.463.083/0001-06;SP;Ativa;Sim
ITAZEM LOGISTICA PORTUARIA LTDA;07.156.970/0001-20;SC;Ativa;Sim
ITECSA TECNOLOGIA E SERVICOS SA;31.035.912/0001-22;PB;Ativa;Sim
ITF CHEMICAL LTDA;03.928.294/0001-04;BA;Ativa;Sim
ITG INFORMACAO, TECNOLOGIA E GERENCIA LTDA.;55.538.771/0001-29;SP;Ativa;Sim
ITIQUIRA ENERGETICA S.A;00.185.041/0001-08;MT;Ativa;Sim
ITM - INDUSTRIAS TEXTEIS H. MILAGRE LTDA;89.842.439/0001-75;RS;Ativa;Sim
ITM LATIN AMERICA INDUSTRIA DE PECAS PARA TRATORES LTDA.;61.352.050/0001-22;SP;Ativa;Sim
ITOCHU BRASIL S/A;61.274.155/0001-00;SP;Ativa;Sim
ITP COMERCIO DE MAQUINAS LTDA;02.604.518/0001-60;SP;Ativa;Sim
ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A;02.941.990/0001-98;TO;Ativa;Sim
ITPAC PORTO NACIONAL - INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS PORTO S.A.;10.261.569/0001-64;TO;Ativa;Sim
ITPLAST INDUSTRIA TUBETES PLASTICOS LTDA;21.206.111/0001-29;SC;Ativa;Sim
ITR COMERCIO DE PNEUS E PECAS S.A.;15.426.874/0001-82;SP;Ativa;Sim
ITRADE MARKETING SMOLLAN BRASIL LTDA.;24.987.763/0001-36;SP;Ativa;Sim
ITS TELECOMUNICACOES LTDA;08.772.214/0001-98;BA;Ativa;Sim
ITSSEG CORRETORA DE SEGUROS S.A.;20.247.332/0001-82;SP;Ativa;Sim
ITT ITATIBA TRANSPORTES LTDA;01.495.691/0001-04;SP;Ativa;Sim
ITU PLAZA HOTEL LTDA;02.635.927/0001-23;SP;Ativa;Sim
ITUBOMBAS LOCACAO, COMERCIO, IMPORTACAO E EXPORTACAO LTDA.;05.773.057/0001-47;SP;Ativa;Sim
ITUIUTABA BIOENERGIA LTDA.;08.164.344/0001-48;MG;Ativa;Sim
ITULAB -LABORATORIO DE ANALISES CLINICAS DE ITU LIMITADA;54.337.670/0001-27;SP;Ativa;Sim
ITUM ARMAZENS GERAIS E SERVICOS LTDA;15.505.075/0001-00;GO;Ativa;Sim
ITUMBIARA BIOENERGIA S.A.;08.517.600/0001-33;GO;Ativa;Sim
ITUMBIARA TRANSMISSORA DE ENERGIA S/A;07.081.467/0001-52;RJ;Ativa;Sim
ITUMBIARA TRANSMISSORA DE ENERGIA S/A;07.081.467/0001-52;RJ;Ativa;Sim
ITURAN ROAD TRACK MONITORAMENTO DE VEICULOS LTDA.;15.161.218/0001-03;SP;Ativa;Sim
ITURAN SERVICOS LTDA.;16.613.061/0001-64;SP;Ativa;Sim
ITW CHEMICAL PRODUCTS LTDA;03.102.205/0001-76;SP;Ativa;Sim
ITW FEG DO BRASIL INDUSTRIA E COMERCIO LTDA;75.118.992/0001-55;PR;Ativa;Sim
ITW FLUIDS & HYGIENE SOLUTIONS LTDA.;07.125.955/0001-14;SP;Ativa;Sim
IVEL ACRE VEICULOS LTDA;07.753.243/0001-40;AC;Ativa;Sim
IVEL COMERCIO DE VEICULOS LTDA;09.228.779/0001-71;RO;Ativa;Sim
IVEL VEICULOS LTDA;84.652.767/0001-95;RO;Ativa;Sim
IVI SALVADOR MEDICINA REPRODUTIVA S/A;08.853.033/0001-96;BA;Ativa;Sim
IVO SP PNEUS LTDA.;16.799.233/0001-36;SP;Ativa;Sim
IVOCLAR VIVADENT LTDA;04.004.675/0001-60;SP;Ativa;Sim
IVOCLAR VIVADENT LTDA;04.004.675/0001-60;SP;Ativa;Sim
IVY TECHNOLOGY BRASIL LTDA;06.235.123/0001-98;SP;Ativa;Sim
IWABRAS ATACADISTA DE PRODUTOS ALIMENTICIOS LTDA;08.712.199/0001-92;SP;Ativa;Sim
IZENALDO DE M. CAVALCANTI;05.500.041/0001-60;PE;Ativa;Sim
Integrada Combustiveis e Logistica Ltda;22.684.834/0001-04;PR;Ativa;Sim
Interplayers Solucoes Integradas S.A.;05.347.060/0001-07;SP;Ativa;Sim
J .A . REZENDE - ADVOGADOS ASSOCIADOS;03.586.507/0001-67;SP;Ativa;Sim
J A VENDRAMIN E CIA LTDA;77.073.831/0001-18;PR;Ativa;Sim
J ANSELMO DA SILVA & CIA LTDA;10.760.171/0001-72;PB;Ativa;Sim
J B GEMAQUE COMERCIO DE MATERIAIS CIRURGICOS LTDA;05.964.883/0001-73;PA;Ativa;Sim
J C R COMERCIO DE MATERIAL HOSPITALAR LTDA;11.233.571/0001-92;N/A;Inativa;Sim
J F EQUIPAMENTOS E MATERIAIS CLINICOS E HOSPITALARES LTDA;11.993.063/0001-02;PR;Ativa;Sim
J F HILLEBRAND DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;02.198.775/0001-49;SP;Ativa;Sim
J G RODRIGUES & CIA LTDA;04.565.503/0001-65;AM;Ativa;Sim
J G SILVA DISTRIBUIDORA DE MATERIAL HOSPITALAR;11.215.547/0001-20;PI;Ativa;Sim
J L DAOLIO E CIA LTDA;43.460.336/0001-40;SP;Ativa;Sim
J L MATERIAL CIRURGICO LTDA;40.842.791/0001-11;PE;Ativa;Sim
J M FERREIRA;02.192.675/0001-05;GO;Ativa;Sim
J M LUBRIFICANTES E PECAS P/VEICULOS LTDA;54.955.224/0001-86;SP;Ativa;Sim
J MAHFUZ LTDA;54.289.996/0001-26;SP;Ativa;Sim
J MAHFUZ LTDA;54.289.996/0001-26;SP;Ativa;Sim
J MALUCELLI EQUIPAMENTOS S/A;95.424.321/0001-20;PR;Ativa;Sim
J MARTINS SUPERMERCADOS PLANALTO LTDA;76.361.807/0001-11;PR;Ativa;Sim
J NERVAL DE SOUSA;34.973.438/0001-78;PI;Ativa;Sim
J PILON SA ACUCAR E ALCOOL;47.254.396/0002-48;SP;Ativa;Sim
J PLACIDO MATERIAIS PARA CONSTRUCAO LTDA;06.127.986/0001-41;DF;Ativa;Sim
J PLACIDO MATERIAIS PARA CONSTRUCAO LTDA;06.127.986/0001-41;DF;Ativa;Sim
J ROSSETTI PRODUTOS HOSPITALARES EIRELI - ME;10.664.410/0001-90;PA;Ativa;Sim
J S EQUIPAMENTOS MEDICOS HOSPITALAR LTDA;10.770.079/0001-93;AM;Ativa;Sim
J SILVEIRA TRANSPORTES LTDA;90.187.816/0001-69;RS;Ativa;Sim
J SLEIMAN S.A. COMERCIO DE PRODUTOS DE HIGIENE E ALIMENTOS;07.216.054/0001-38;CE;Ativa;Sim
J TOLEDO DA AMAZONIA INDUSTRIA E COMERCIO DE VEICULOS LTDA;84.447.804/0001-23;AM;Ativa;Sim
J&T EXPRESS BRAZIL LTDA.;42.584.754/0001-86;SP;Ativa;Sim
J. & O. RAVANELLO LTDA.;06.010.210/0001-47;PR;Ativa;Sim
J. C. DE OLIVEIRA & ALBANO LTDA.;58.568.130/0001-05;SP;Ativa;Sim
J. CRUZ INDUSTRIA DE BEBIDAS LTDA.;04.398.251/0001-27;AM;Ativa;Sim
J. DREL SISTEMAS DE INFORMATICA LTDA;04.770.386/0001-71;MT;Ativa;Sim
J. F. I. SILVICULTURA LTDA;04.450.427/0001-42;SP;Ativa;Sim
J. F. I. SILVICULTURA LTDA;04.450.427/0001-42;SP;Ativa;Sim
J. I. PRESTADORA DE SERVICOS, OFICINA MECANICA, PECAS E ACESSORIOS LTDA;02.177.245/0001-14;SP;Ativa;Sim
J. MARTINELLI SOCIEDADE DE ADVOGADOS;23.229.199/0001-20;SP;Ativa;Sim
J. P. CAPITAL SECURITIZADORA DE CREDITOS S. A.;36.377.834/0001-68;SP;Ativa;Sim
J. PEGORARO & CIA LTDA;07.516.961/0001-00;PR;Ativa;Sim
J. R. COMERCIO E EXPORTACAO DE CAFE LTDA;05.438.377/0001-40;BA;Ativa;Sim
J.A DA FONSECA MAGAZINE LTDA;02.451.932/0001-86;SP;Ativa;Sim
J.A. MAQUINAS AGRICOLAS LTDA;21.446.076/0004-68;SP;Ativa;Sim
J.A.C INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;07.874.295/0001-74;MG;Ativa;Sim
J.A.C. EMPREENDIMENTOS, PARTICIPACOES E NEGOCIOS S/A;50.747.997/0001-16;SP;Ativa;Sim
J.A.PARTICIPACOES S.A.;53.257.770/0001-80;SP;Ativa;Sim
J.A.REZENDE TELESSERVICOS LTDA;07.324.847/0001-70;SP;Ativa;Sim
J.C. FELIPPE DISTRIBUIDORA DE VEICULOS LTDA;08.851.205/0001-92;SP;Ativa;Sim
J.CAMARGO & A.CAMARGO LTDA;50.224.039/0001-60;SP;Ativa;Sim
J.F. INDUSTRIA DE COSMETICOS LTDA;01.394.209/0001-40;SP;Ativa;Sim
J.MARCANTE & CIA LTDA;91.448.977/0001-21;RS;Ativa;Sim
J.P. MORGAN CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;32.588.139/0001-94;SP;Ativa;Sim
J.P. MORGAN S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;33.851.205/0001-30;SP;Ativa;Sim
J.V.R. SERVICOS LTDA;17.039.337/0001-05;SC;Ativa;Sim
J2X DESENVOLVIMENTO E CONSULTORIA S.A.;21.249.460/0001-28;SP;Ativa;Sim
JA SAUDE ANIMAL S.A.;03.749.465/0001-38;SP;Ativa;Sim
JABIL DO BRASIL INDUSTRIA ELETROELETRONICA LTDA;04.854.120/0001-07;AM;Ativa;Sim
JABIL INDUSTRIAL DO BRASIL LTDA;04.898.857/0001-21;AM;Ativa;Sim
JACAR PNEUS LTDA.;26.009.704/0001-19;MG;Ativa;Sim
JACOBINA MINERACAO E COMERCIO LTDA;42.463.174/0001-30;BA;Ativa;Sim
JACOBS DOUWE EGBERTS BR COMERCIALIZACAO DE CAFES LTDA.;02.333.707/0001-45;SP;Ativa;Sim
JACOBSEN & WINCK LTDA;95.115.721/0001-53;RS;Ativa;Sim
JACUIPE VEICULOS LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL;14.191.902/0001-67;BA;Ativa;Sim
JACUZZI DO BRASIL INDUSTRIA E COMERCIO LTDA;59.105.007/0001-10;SP;Ativa;Sim
JAD ZOGHEIB & CIA LTDA;53.045.266/0001-17;SP;Ativa;Sim
JADE VEICULOS LTDA;10.929.425/0001-33;BA;Ativa;Sim
JAEPEL PAPEIS E EMBALAGENS S.A;06.142.539/0001-61;GO;Ativa;Sim
JAGUAFRANGOS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;85.090.033/0001-22;PR;Ativa;Sim
JAGUAR E LAND ROVER BRASIL INDUSTRIA E COMERCIO DE VEICULOS LTDA;10.313.717/0001-47;SP;Ativa;Sim
JAGUARI ENERGETICA SA;04.324.226/0001-07;RS;Ativa;Sim
JAGUATEXTIL JAGUARUANA TEXTIL LTDA;63.302.376/0001-70;CE;Ativa;Sim
JAHU BORRACHAS E AUTOPEÇAS LTDA;61.136.701/0001-47;SP;Ativa;Sim
JAIR AMINTAS NEGOCIOS IMOBILIARIOS LTDA;30.619.009/0001-46;MG;Ativa;Sim
JALE TRANSPORTES LTDA;06.125.803/0001-59;RS;Ativa;Sim
JALLES BIOENERGIA S.A;15.419.901/0001-90;MG;Ativa;Sim
JAM ENGENHARIA S.A.;38.734.794/0001-90;MG;Ativa;Sim
JAM SOLUCOES PREDIAIS LTDA;06.164.392/0001-00;MG;Ativa;Sim
JAMAIL MAQUINAS E FERRAMENTAS LTDA;83.638.528/0001-18;SC;Ativa;Sim
JAMEF TRANSPORTES LTDA;20.147.617/0022-76;SP;Ativa;Sim
JAMILLY M. ALVES;07.451.058/0001-09;CE;Ativa;Sim
JAN ENVASADORA DE AGUAS MINERAIS LTDA;02.293.893/0001-36;SC;Ativa;Sim
JANDAIA COMERCIO DE COMBUSTIVEIS LTDA;12.404.860/0001-70;MG;Ativa;Sim
JANDAIA TRANSPORTES E TURISMO LIMITADA;43.377.936/0001-49;SP;Ativa;Sim
JANDIRA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;78.565.389/0001-00;PR;Ativa;Sim
JANGADA AUTOMOTIVE COMERCIO DE VEICULOS E PECAS LTDA;03.935.677/0001-00;CE;Ativa;Sim
JANGADA IMPORT LTDA;04.620.772/0001-87;CE;Ativa;Sim
JANSSEN-CILAG FARMACEUTICA LTDA;51.780.468/0001-87;SP;Ativa;Sim
JAP REFRIGERACAO LTDA;42.146.621/0001-28;RJ;Ativa;Sim
JAPAN VEICULOS LTDA;04.569.159/0001-82;PI;Ativa;Sim
JAPAN VEICULOS LTDA;04.569.159/0001-82;PI;Ativa;Sim
JAPARATINGA RESORT LTDA;17.022.762/0001-91;AL;Ativa;Sim
JAPAUTO COMERCIO DE MOTOCICLETAS LTDA.;52.834.181/0001-55;SP;Ativa;Sim
JAPI S/A. INDUSTRIA E COMERCIO;71.522.460/0001-28;SP;Ativa;Sim
JAPUNGU AGROINDUSTRIAL LTDA;09.357.997/0001-06;PB;Ativa;Sim
JAPURA PNEUS S/A;04.214.987/0001-06;AM;Ativa;Sim
JAPY GOLF & HOTEL LTDA;10.296.070/0001-92;SP;Ativa;Sim
JARBAS CORREA FILHO & CIA LTDA.;21.911.839/0001-51;MG;Ativa;Sim
JARDIM DA SAUDADE ADMINISTRACAO E SERVICOS LTDA;00.940.518/0001-05;RJ;Ativa;Sim
JARDIM DA SAUDADE PARTICIPACOES LTDA;68.574.987/0001-91;RJ;Ativa;Sim
JARDIM ESCOLA CRESCIMENTO LTDA;07.513.872/0001-00;MA;Ativa;Sim
JARDIM GOIAS EMPREENDIMENTOS LTDA;02.103.836/0001-47;GO;Ativa;Sim
JARDIM SISTEMAS AUTOMOTIVOS E INDUSTRIAIS LTDA.;03.290.201/0001-69;SP;Ativa;Sim
JARDIPLAN URBANIZACAO E PAISAGISMO LTDA;44.061.083/0001-02;SP;Ativa;Sim
JARFLEX-INDUSTRIA E COMERCIO LTDA;01.198.813/0001-09;RS;Ativa;Sim
JAS DO BRASIL AGENCIAMENTO LOGISTICO LTDA.;36.181.089/0001-87;SP;Ativa;Sim
JATO DO BRASIL INFORMACOES AUTOMOTIVAS LTDA.;07.740.003/0001-00;SP;Ativa;Sim
JATO´S - LOCACAO E SERVICOS LTDA.;03.953.310/0001-19;SP;Ativa;Sim
JAUCRED FACTORING LTDA;06.353.554/0001-59;SP;Ativa;Sim
JAUENSE DO NORDESTE EMBALAGENS LTDA;04.532.241/0001-32;BA;Ativa;Sim
JAUPAVI TERRAPLENAGEM E PAVIMENTACAO LTDA;49.861.982/0001-03;SP;Ativa;Sim
JAURU TRANSMISSORA DE ENERGIA S A;08.583.456/0001-33;RJ;Ativa;Sim
JAV DA AMAZONIA COMERCIAL DE ELETRONICOS LTDA;10.812.952/0001-63;AM;Ativa;Sim
JAV DISTRIBUICAO DE MATERIAIS ELETRICOS E AUTOMACAO LTDA;07.783.656/0001-77;MA;Ativa;Sim
JAV INDUSTRIA DE ALIMENTOS LTDA;08.369.748/0001-78;SE;Ativa;Sim
JAVA TRADING IMPORTACAO E EXPORTACAO LTDA;13.534.309/0001-03;SC;Ativa;Sim
JAVANESA INDUSTRIA E COMERCIO DE MALHAS LTDA;82.765.892/0001-86;SC;Ativa;Sim
JAVEP-VEICULOS, PECAS E SERVICOS LTDA;50.752.211/0001-59;SP;Ativa;Sim
